id,label
0b2ea2a822ad23fdb1b5dd26653da899fbd2c0d5,0.0009516296251243138
95596b92e5066c5c52466c90b69ff089b39f2737,0.058910246959735554
248e6738860e2ebcf6258cdc1f32f299e0c76914,0.00017488238213634683
2c35657e312966e9294eac6841726ff3a748febf,0.00153668424653998
145782eb7caa1c516acbe2eda34d9a3f31c41fd6,0.025104068479300308
725dabe6ecccc68b958a2c7dd75bcbf362c7cb03,0.9490648767190942
aa0307865281d4484ddf8c637c348292968b93a7,0.6707561920167666
f4e5dc9c949920f1b3362982e15e99bf6f3ef83b,0.17880211516585542
95e08c9cedc28a9b4a86f4fc1e06c1972134be08,0.0003377437055569318
ee1f5345a8d4e28403b7e61b97b5f76c201ce9cb,0.0039045885018123474
14b1e9a72e27a35f13056db611feb3c8825916f4,0.9029763988058179
4f7710b24b9b776f6bfc89fad5469592d18e5431,0.0008551651087223704
2b0668109c7c446c94d29e1b554016b486e84bde,0.0002661873957897841
8dbd712b5b5e86c18c97da3fb7845cfe23cdf1c5,0.0006717861586053934
0084317dbb3398aed9f7c915c2cdef5a07ada5be,0.0004676165605181202
5685c695bb0926d8ce434bb787a58affdc9277df,0.9298368293771389
715ea4b61896620422f4c9c954db514077633745,0.010922807366322607
a218c12c700277dd50b2da4e0e3a0089d5094186,0.0038224498972726155
c0a44513db67635cc99370f24d962e272dbf7a11,0.022063121514683176
dd52e9ad03e746aff71b1d81c1cf168ec6dcdf57,0.9973951865279775
a67f22a204960680de09f88c9a588014e78e314c,0.9900950356710603
5a895b4562c4d67d194b76094690a8cba046f9f3,0.0006437175444248319
09f704e216dab50f7d759746bb1f132cc7b59939,0.06928085917970273
e1d48393c5fa0bca3d3469f8a42e1991f2939a3d,0.003900773951069604
42301acb5c16684fbde86e0210f19f6adf232316,0.9971342858622168
4c3b7d71422fe2c35153a821c84538516ee89573,0.9727772088501249
edf908d325da428766464beb035c744e589e2ba0,0.011265590611005835
c68144b44b49d96d4b2e1870f854781a84ec3e20,0.0023288982471123716
81d0aa3c20f021c2fc12a79c359ea29fa499425f,0.011467552363981797
564804ca8f0e05b7790108a24e7f2a36f1732375,0.06651494666540106
8fa59f50488309b0f0bbe931ff416118094d2ff7,0.0006725858679585133
a66bd24337796d86c62f080c95939ba54a2c5125,3.4219887765166634e-06
b2e728e2b03b46dce8699387912eddfa655230ed,0.8758306962522022
897bc5ac27b6dac879a3a3c6422ac48231a54e17,0.0008031516151554118
a3f7dc59ad6208c52350569e2b8e2176eb45a4f2,0.09389832648368121
2ade3ffdc58a97d8a02fc968fb28de10de1c53da,0.0007387565625325624
cda27248c63b1fbd62c69cbb0f401e5b82f0b5e3,0.00022475979247154403
c7be682619bea4329db2066332d51d52698cab67,0.00016456866667912114
1a44a1321514bd4a074a4b08aa6279a76887672c,0.9996285845780554
49abc1bef12526d5c4d4d13d11ee792a1302a7a4,0.0007574795276785617
ed613fd86fce87047bd5a7f68c4384069d597deb,0.2770830121560926
38d4f639e1231013dac84fe9095e95ad78ad5982,0.9984663651256358
deb06ae7b6b7db50c3f58bf54e7300aa2464eac2,0.00043546766620546496
31c400218dd7979fed323177ee81ffefc3fb633a,0.005332479322828739
1dce1944eae399c8ace3f7cef3e54be17c0a0bed,0.983843360772519
88a12685148c0d876fed1fba8228afc6e7ee937f,0.022393185499535014
4600b49bd4af02846ce8003f24f039d8be42c124,0.0014127160025434978
7bcb0c07eb56982a58d56696a33634e60db002e3,0.9538654990751252
62be5bb7392c938e9362499f409a3ccb7231d7fd,0.70818563406218
